,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,risk_factor,emp_length,annual_inc,total_debt,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_credit_rv,dti,loan_is_bad_num,loan_currency_num,K3 - Predicted,K8 - Predicted
20116,1400,1400,1400.0,36,15.31,48.75,-3,10.0,80000.0,14208.0,0,8,0.0,0.0,16,0,935,3.0,63,0.0,0.0,1485.52,1485.52,1400.0,85.52,0.0,0.0,0.0,1290.72,0,0.0,1,0,0.0,0.0,0.0,0.17800000000000002,0,0,2,1
20120,18025,18025,18025.0,36,15.31,627.59,-3,8.0,45400.0,11903.88,1,0,21.0,0.0,10,0,33507,90.8,18,0.0,0.0,10668.35,10668.35,7495.05,3173.3,0.0,0.0,0.0,627.59,0,0.0,1,0,0.0,0.0,0.0,0.262,1,0,2,1
20122,15875,15875,15875.0,36,15.31,552.73,-3,10.0,65000.0,13058.5,0,0,50.0,0.0,17,0,12327,60.7,25,0.0,0.0,16580.64,16580.64,12701.13,3879.51,0.0,0.0,0.0,552.73,0,0.0,1,0,0.0,0.0,0.0,0.201,1,0,2,1
20123,10000,10000,10000.0,36,15.31,348.18,-3,9.0,85000.0,6001.0,6,0,2.0,0.0,17,0,10526,46.2,35,0.0,0.0,12533.75426,12533.75,10000.0,2533.75,0.0,0.0,0.0,348.89,0,0.0,1,0,0.0,0.0,0.0,0.071,0,0,2,1
20129,12000,12000,12000.0,36,15.31,417.81,-3,4.0,62400.0,10788.96,0,2,58.0,0.0,10,0,7062,50.1,21,0.0,0.0,12867.47,12867.47,12000.0,867.47,0.0,0.0,0.0,10779.36,0,0.0,1,0,0.0,0.0,0.0,0.173,0,0,2,1
20134,10000,10000,10000.0,36,15.31,348.18,-3,4.0,55000.0,12325.5,2,0,5.0,0.0,14,0,6494,53.2,22,0.0,0.0,11973.25242,11973.25,10000.0,1973.25,0.0,0.0,0.0,5359.27,0,0.0,1,0,0.0,0.0,0.0,0.224,0,0,2,1
20136,12000,12000,12000.0,36,15.31,417.81,-3,8.0,70000.0,11410.0,0,1,0.0,0.0,13,0,16251,51.6,19,0.0,0.0,13113.63,13113.63,10077.31,3036.32,0.0,0.0,0.0,1836.0,0,0.0,1,0,0.0,0.0,0.0,0.163,1,0,2,1
20148,10000,10000,10000.0,36,15.31,348.18,-3,2.0,84500.0,16621.15,0,3,80.0,0.0,14,0,23295,86.6,40,0.0,0.0,11242.78,11242.78,10000.0,1242.78,0.0,0.0,0.0,7762.36,0,0.0,1,0,0.0,0.0,0.0,0.197,0,0,2,1
20151,13600,13600,13575.0,36,15.31,473.52,-3,10.0,57700.0,16069.45,0,2,42.0,0.0,15,0,16562,87.2,56,0.0,0.0,7647.36,7633.3,5285.92,2287.52,0.0,73.92,13.30559999,473.52,0,0.0,1,0,0.0,0.0,0.0,0.278,1,0,2,1
20152,7200,7200,7175.0,36,15.31,250.69,-3,9.0,53000.0,17278.0,1,1,22.0,0.0,9,0,11916,91.7,25,0.0,0.0,9023.970448,8992.64,7200.0,1823.97,0.0,0.0,0.0,251.98,0,0.0,1,0,0.0,0.0,0.0,0.326,0,0,2,1
20156,10000,10000,10000.0,36,15.31,348.18,-3,4.0,85000.0,16711.0,0,1,0.0,0.0,16,0,29396,60.1,41,0.0,0.0,12533.2799,12533.28,10000.0,2533.28,0.0,0.0,0.0,350.04,0,0.0,1,0,0.0,0.0,0.0,0.197,0,0,2,1
20158,12000,12000,12000.0,36,15.31,417.81,-3,10.0,70000.0,16786.0,1,0,23.0,0.0,13,0,9749,62.5,50,0.0,0.0,15040.64543,15040.65,12000.0,3040.65,0.0,0.0,0.0,418.74,0,0.0,1,0,0.0,0.0,0.0,0.24,0,0,2,1
20161,6000,6000,6000.0,36,15.31,208.91,-3,7.0,46000.0,11486.2,0,1,24.0,0.0,15,0,5612,52.4,27,0.0,0.0,7456.19781,7456.2,6000.0,1456.2,0.0,0.0,0.0,1608.7,0,0.0,1,0,0.0,0.0,0.0,0.25,0,0,2,1
20163,6000,6000,6000.0,36,15.31,208.91,-3,0.0,67000.0,9500.6,1,3,13.0,0.0,11,0,1679,43.1,36,0.0,0.0,7519.959824,7519.96,6000.0,1519.96,0.0,0.0,0.0,209.91,0,0.0,1,0,0.0,0.0,0.0,0.142,0,0,2,1
20164,8000,8000,8000.0,36,15.31,278.54,-3,10.0,67000.0,11557.5,0,2,27.0,0.0,11,0,4665,42.2,23,0.0,0.0,9978.839170000001,9978.84,8000.0,1978.84,0.0,0.0,0.0,1623.36,0,0.0,1,0,0.0,0.0,0.0,0.172,0,0,2,1
20173,5375,5375,5375.0,36,15.31,187.15,-3,0.0,26000.0,6016.4,0,0,0.0,0.0,8,0,3218,54.5,63,0.0,0.0,1867.04,1867.04,1000.96,615.98,0.0,250.1,2.31,60.48,0,0.0,1,0,0.0,0.0,0.0,0.231,1,0,2,1
20175,8000,8000,8000.0,36,15.31,278.54,-3,10.0,50000.0,9565.0,0,2,56.0,0.0,14,0,6750,45.8,28,0.0,0.0,7121.87,7121.87,4917.74,1765.42,0.0,438.71,4.3871,278.54,0,0.0,1,0,0.0,0.0,0.0,0.191,1,0,2,1
20178,13750,13750,13750.0,36,15.31,478.74,-3,1.0,58000.0,10173.2,0,0,76.0,0.0,11,0,17176,81.0,29,0.0,0.0,3094.78,3094.78,1547.56,845.89,0.0,701.33,6.95,957.48,0,0.0,1,0,0.0,0.0,0.0,0.175,1,0,2,1
20186,10000,10000,10000.0,36,15.31,348.18,-3,7.0,250000.0,34475.0,1,1,2.0,0.0,9,0,12894,39.2,27,0.0,0.0,12556.3,12556.3,10000.0,2556.3,0.0,0.0,0.0,186.75,0,0.0,1,0,0.0,0.0,0.0,0.138,0,0,2,1
20189,3000,3000,3000.0,36,15.31,104.46,-3,1.0,32000.0,7056.0,0,1,60.0,0.0,13,0,6591,54.5,29,0.0,0.0,3760.533786,3760.53,3000.0,760.53,0.0,0.0,0.0,105.51,0,0.0,1,0,0.0,0.0,0.0,0.22,0,0,2,1
20193,7000,7000,7000.0,36,15.31,243.73,-3,5.0,32000.0,5004.8,0,0,42.0,0.0,11,0,11529,76.4,40,0.0,0.0,8172.24,8172.24,6286.38,1755.19,0.0,130.67,23.5206,243.73,0,0.0,1,0,0.0,0.0,0.0,0.156,1,0,2,1
20202,12700,12700,12700.0,36,15.31,442.19,-3,6.0,55000.0,17578.0,0,2,0.0,0.0,13,0,31226,79.5,31,0.0,0.0,14625.67,14625.67,12700.0,1925.67,0.0,0.0,0.0,8879.21,0,0.0,1,0,0.0,0.0,0.0,0.32,0,0,2,1
20203,9000,9000,9000.0,36,15.31,313.36,-3,7.0,80000.0,6288.0,0,1,65.0,0.0,18,0,13471,44.2,37,0.0,0.0,10285.22,10285.22,9000.0,1285.22,0.0,0.0,0.0,6527.85,0,0.0,1,0,0.0,0.0,0.0,0.079,0,0,2,1
20206,6500,6500,6500.0,60,15.31,155.7,-3,10.0,52000.0,10389.6,0,1,0.0,0.0,20,0,20604,43.1,40,0.0,0.0,8205.716978,8205.72,6500.0,1705.72,0.0,0.0,0.0,4630.2,0,0.0,1,0,0.0,0.0,0.0,0.2,0,0,2,1
20207,8125,8125,8125.0,36,15.31,282.9,-3,7.0,24000.0,7536.0,2,1,16.0,0.0,10,0,11044,71.5,36,0.0,0.0,8802.01,8802.01,8125.0,677.01,0.0,0.0,0.0,7105.59,0,0.0,1,0,0.0,0.0,0.0,0.314,0,0,2,1
20208,8000,8000,8000.0,36,15.31,278.54,-3,10.0,158000.0,15642.0,0,2,0.0,0.0,13,0,90553,79.9,30,0.0,0.0,8395.67,8395.67,8000.0,395.67,0.0,0.0,0.0,7560.98,0,0.0,1,0,0.0,0.0,0.0,0.099,0,0,2,1
20210,10625,10625,10625.0,36,15.31,369.94,-3,1.0,42000.0,12012.0,0,2,36.0,0.0,9,0,7191,51.4,15,0.0,0.0,12142.56,12142.56,10625.0,1517.56,0.0,0.0,0.0,7704.62,0,0.0,1,0,0.0,0.0,0.0,0.28600000000000003,0,0,2,1
20213,11400,11400,11400.0,36,15.31,396.92,-3,0.0,38184.0,8221.02,0,0,54.0,0.0,11,0,10863,67.1,24,0.0,0.0,14292.661619999999,14292.66,11400.0,2892.66,0.0,0.0,0.0,402.0,0,0.0,1,0,0.0,0.0,0.0,0.215,0,0,2,1
20214,12125,12125,12125.0,36,15.31,422.17,-3,10.0,38000.0,10799.6,0,2,65.0,0.0,14,0,14856,58.5,38,0.0,0.0,8020.09,8020.09,5709.19,2310.9,0.0,0.0,0.0,422.17,0,0.0,1,0,0.0,0.0,0.0,0.284,1,0,2,1
20218,8000,8000,7975.0,36,15.31,278.54,-3,10.0,39686.3,12695.65,1,1,23.0,0.0,14,0,6337,79.4,20,0.0,0.0,10029.27112,9997.93,8000.0,2029.27,0.0,0.0,0.0,2.97,0,0.0,1,0,0.0,0.0,0.0,0.32,0,0,2,1
20225,10000,10000,10000.0,36,15.31,348.18,-3,10.0,80000.0,17736.0,1,2,18.0,0.0,20,0,18058,75.1,47,0.0,0.0,12533.84743,12533.85,10000.0,2533.85,0.0,0.0,0.0,348.69,0,0.0,1,0,0.0,0.0,0.0,0.222,0,0,2,1
20231,3600,3600,3600.0,36,15.31,125.35,-3,10.0,67000.0,10833.9,0,1,37.0,0.0,16,0,14346,48.6,34,0.0,0.0,4511.926337,4511.93,3600.0,911.93,0.0,0.0,0.0,125.82,0,0.0,1,0,0.0,0.0,0.0,0.162,0,0,2,1
20233,10200,10200,10200.0,36,15.31,355.14,-3,4.0,63000.0,19813.5,0,0,64.0,0.0,6,0,8012,90.0,13,0.0,0.0,12784.34556,12784.35,10200.0,2584.35,0.0,0.0,0.0,356.35,0,0.0,1,0,0.0,0.0,0.0,0.314,0,0,2,1
20236,14000,14000,14000.0,36,15.31,487.45,-3,10.0,47000.0,9564.5,0,2,34.0,0.0,18,0,14038,34.7,43,0.0,0.0,8285.63,8285.63,5821.08,2464.55,0.0,0.0,0.0,487.45,0,0.0,1,0,0.0,0.0,0.0,0.204,1,0,2,1
20238,6000,6000,6000.0,36,15.31,208.91,-3,3.0,58700.0,11769.35,0,2,52.0,0.0,17,0,10391,48.9,34,0.0,0.0,7519.884676000002,7519.88,6000.0,1519.88,0.0,0.0,0.0,210.12,0,0.0,1,0,0.0,0.0,0.0,0.2,0,0,2,1
20239,9950,9950,9950.0,36,15.31,346.44,-3,1.0,30000.0,7764.0,2,3,10.0,0.0,10,0,7696,50.6,23,0.0,0.0,6704.56,6704.56,4131.94,1754.43,0.0,818.19,8.181900002,346.44,0,0.0,1,0,0.0,0.0,0.0,0.259,1,0,2,1
20250,4000,4000,4000.0,36,15.31,139.27,-3,4.0,68000.0,16959.2,0,2,77.0,0.0,14,0,28554,60.5,33,0.0,0.0,5013.305796,5013.31,4000.0,1013.31,0.0,0.0,0.0,140.19,0,0.0,1,0,0.0,0.0,0.0,0.249,0,0,2,1
20258,5000,5000,5000.0,36,15.31,174.09,-3,1.0,92000.0,31243.2,0,1,0.0,0.0,16,0,77424,92.4,47,0.0,0.0,6178.644631,6178.64,5000.0,1178.64,0.0,0.0,0.0,1653.82,0,0.0,1,0,0.0,0.0,0.0,0.34,0,0,2,1
20261,10000,10000,10000.0,36,15.31,348.18,-3,2.0,69732.0,7461.32,0,1,45.0,0.0,14,0,22699,81.9,34,0.0,0.0,12533.73794,12533.74,10000.0,2533.74,0.0,0.0,0.0,348.96,0,0.0,1,0,0.0,0.0,0.0,0.107,0,0,2,1
20265,10000,10000,10000.0,36,15.31,348.18,-3,10.0,71000.0,22727.1,0,0,0.0,0.0,14,0,28359,70.4,33,0.0,0.0,4609.73,4609.73,2840.31,1336.77,0.0,432.65,4.3265,348.18,0,0.0,1,0,0.0,0.0,0.0,0.32,1,0,2,1
20273,10000,10000,10000.0,36,15.31,348.18,-3,4.0,54000.0,16518.6,0,0,0.0,0.0,13,0,21337,50.8,25,0.0,0.0,11516.26,11516.26,10000.0,1516.26,0.0,0.0,0.0,6991.56,0,0.0,1,0,0.0,0.0,0.0,0.306,0,0,2,1
20276,12425,12425,12425.0,36,15.31,432.61,-3,10.0,87000.0,12240.9,0,3,43.0,0.0,6,0,79856,62.4,17,0.0,0.0,1130.33,1130.33,274.01,158.48,0.0,697.84,6.55,432.61,0,0.0,1,0,0.0,0.0,0.0,0.141,1,0,2,1
20279,8875,8875,8875.0,36,15.31,309.01,-3,2.0,27500.0,8291.25,0,1,0.0,0.0,11,0,11798,75.3,26,0.0,0.0,4779.92,4779.92,3836.56,943.36,0.0,0.0,0.0,769.99,0,0.0,1,0,0.0,0.0,0.0,0.302,1,0,2,1
20283,10625,10625,10625.0,36,15.31,369.94,-3,5.0,39000.0,9516.0,0,0,0.0,0.0,10,0,8643,70.8,30,0.0,0.0,13317.0261,13317.03,10625.0,2692.03,0.0,0.0,0.0,371.03,0,0.0,1,0,0.0,0.0,0.0,0.244,0,0,2,1
20286,15575,15575,15575.0,36,15.31,542.28,-3,1.0,65000.0,15073.5,0,0,0.0,0.0,10,0,20438,87.7,22,0.0,0.0,5068.06,5068.06,2874.26,1463.66,0.0,730.14,7.24,542.28,0,0.0,1,0,0.0,0.0,0.0,0.232,1,0,2,1
20290,2400,2400,2400.0,36,15.31,83.57,-3,9.0,40000.0,13524.0,0,2,0.0,0.0,14,0,13357,75.0,22,0.0,0.0,3023.1209559999998,3023.12,2400.0,608.13,14.99282039,0.0,0.0,84.12,0,0.0,1,0,0.0,0.0,0.0,0.338,0,0,2,1
20293,9200,9200,9200.0,36,15.31,320.32,-3,10.0,33000.0,10992.3,0,0,0.0,0.0,15,0,15917,70.5,34,0.0,0.0,1454.11,1454.11,616.5,344.25,0.0,493.36,4.76,320.32,0,0.0,1,0,0.0,0.0,0.0,0.333,1,0,2,1
20303,10000,10000,10000.0,36,15.31,348.18,-3,3.0,150000.0,25575.0,0,1,27.0,0.0,14,0,79374,85.4,43,0.0,0.0,12533.68319,12533.68,10000.0,2533.68,0.0,0.0,0.0,349.09,0,0.0,1,0,0.0,0.0,0.0,0.17,0,0,2,1
20304,2000,2000,2000.0,36,15.31,69.64,-3,4.0,23000.0,7560.1,0,2,0.0,2.0,18,1,2480,17.7,18,0.0,0.0,2506.633624,2506.63,2000.0,506.63,0.0,0.0,0.0,69.8,0,0.0,1,0,0.0,0.0,0.0,0.329,0,0,2,1
20311,10000,10000,10000.0,36,15.31,348.18,-3,5.0,175000.0,7980.0,0,3,70.0,0.0,13,0,15649,69.9,34,0.0,0.0,6134.99,6134.99,3349.86,1872.47,0.0,912.66,9.1266,350.46,0,0.0,1,0,0.0,0.0,0.0,0.046,1,0,2,1
20315,12375,12375,12375.0,36,15.31,430.87,-3,1.0,78348.0,16703.79,1,2,4.0,0.0,8,0,9619,54.5,18,0.0,0.0,14553.32,14553.32,12375.0,2178.32,0.0,0.0,0.0,7662.0,0,0.0,1,0,0.0,0.0,0.0,0.213,0,0,2,1
20317,4800,4800,4800.0,36,15.31,167.13,-3,6.0,64000.0,19353.6,1,0,2.0,0.0,13,0,6861,79.2,38,0.0,0.0,5568.68,5568.68,4800.0,768.68,0.0,0.0,0.0,3229.47,0,0.0,1,0,0.0,0.0,0.0,0.302,0,0,2,1
20320,12000,12000,11975.0,36,15.31,417.81,-3,4.0,39000.0,12109.5,0,0,0.0,0.0,17,0,22562,90.2,27,0.0,0.0,14707.219490000001,14676.58,12000.0,2707.22,0.0,0.0,0.0,4682.06,0,0.0,1,0,0.0,0.0,0.0,0.31,0,0,2,1
20322,4200,4200,4200.0,36,15.31,146.24,-3,4.0,46500.0,8858.25,0,1,0.0,0.0,16,0,7025,64.4,29,0.0,0.0,5263.9296079999995,5263.93,4200.0,1063.93,0.0,0.0,0.0,146.86,0,0.0,1,0,0.0,0.0,0.0,0.19,0,0,2,1
20326,10000,10000,10000.0,36,15.31,348.18,-3,10.0,42000.0,6073.2,0,0,0.0,0.0,14,0,13011,63.0,41,0.0,0.0,11428.22,11428.22,10000.0,1428.22,0.0,0.0,0.0,7251.71,0,0.0,1,0,0.0,0.0,0.0,0.145,0,0,2,1
20336,15000,15000,14975.0,36,15.31,522.26,-3,8.0,54000.0,13629.6,0,0,0.0,0.0,13,0,10367,70.0,27,0.0,0.0,12895.36,12873.87,8778.56,3231.14,0.0,885.66,8.8566,522.26,0,0.0,1,0,0.0,0.0,0.0,0.252,1,0,2,1
20340,2400,2400,2400.0,36,15.31,83.57,-3,10.0,54000.0,10535.4,0,0,25.0,0.0,11,0,14080,70.6,28,0.0,0.0,3007.865053,3007.87,2400.0,607.87,0.0,0.0,0.0,83.87,0,0.0,1,0,0.0,0.0,0.0,0.195,0,0,2,1
20348,10000,10000,10000.0,36,15.31,348.18,-3,10.0,37000.0,11629.1,0,1,0.0,0.0,9,0,13762,76.9,18,0.0,0.0,10792.63,10792.63,8323.41,2469.22,0.0,0.0,0.0,348.18,0,0.0,1,0,0.0,0.0,0.0,0.314,1,0,2,1
20349,6000,6000,6000.0,36,15.31,208.91,-3,6.0,65000.0,11134.5,0,0,45.0,0.0,13,0,20379,86.7,32,0.0,0.0,6803.13,6803.13,6000.0,803.13,0.0,0.0,0.0,4507.46,0,0.0,1,0,0.0,0.0,0.0,0.171,0,0,2,1
20357,10400,10400,10400.0,36,15.31,362.11,-3,8.0,48500.0,15010.75,0,1,0.0,0.0,14,0,15144,68.4,21,0.0,0.0,12695.42088,12695.42,10400.0,2295.42,0.0,0.0,0.0,4367.84,0,0.0,1,0,0.0,0.0,0.0,0.31,0,0,2,1
20359,12000,12000,12000.0,36,15.31,417.81,-3,3.0,240000.0,44664.0,1,0,14.0,0.0,17,0,19112,69.2,63,0.0,0.0,14985.88303,14985.88,12000.0,2985.88,0.0,0.0,0.0,2453.86,0,0.0,1,0,0.0,0.0,0.0,0.18600000000000005,0,0,2,1
20362,5500,5500,5500.0,36,15.31,191.5,-3,1.0,30000.0,9228.0,0,8,0.0,0.0,9,0,627,7.0,22,0.0,0.0,1303.26,1303.26,622.0,401.42,0.0,279.84,2.61,67.0,0,0.0,1,0,0.0,0.0,0.0,0.308,1,0,2,1
20369,6000,6000,6000.0,36,15.31,208.91,-3,1.0,55800.0,7404.66,2,1,11.0,0.0,17,0,2466,61.6,27,0.0,0.0,7520.10366,7520.1,6000.0,1520.1,0.0,0.0,0.0,209.58,0,0.0,1,0,0.0,0.0,0.0,0.133,0,0,2,1
20370,9850,9850,8000.0,36,15.31,342.96,-3,4.0,55500.0,12182.25,0,0,0.0,0.0,12,0,48030,86.0,43,0.0,0.0,11343.4,9212.86,9850.0,1493.4,0.0,0.0,0.0,6887.76,0,0.0,1,0,0.0,0.0,0.0,0.22,0,0,2,1
20372,12450,12450,12450.0,36,15.31,433.48,-3,5.0,48700.0,12204.22,0,2,0.0,0.0,13,0,11078,65.9,24,0.0,0.0,15604.375559999999,15604.38,12450.0,3154.38,0.0,0.0,0.0,435.05,0,0.0,1,0,0.0,0.0,0.0,0.251,0,0,2,1
20373,8975,8975,8975.0,36,15.31,312.49,-3,10.0,89000.0,9976.9,7,1,8.0,0.0,9,0,1400,43.8,39,0.0,0.0,2499.68,2499.68,1656.27,843.41,0.0,0.0,0.0,312.49,0,0.0,1,0,0.0,0.0,0.0,0.112,1,0,2,1
20375,9900,9900,9900.0,36,15.31,344.7,-3,7.0,55000.0,13981.0,0,3,0.0,0.0,19,0,14347,46.2,28,0.0,0.0,12412.941009999999,12412.94,9900.0,2512.94,0.0,0.0,0.0,349.2,0,0.0,1,0,0.0,0.0,0.0,0.254,0,0,2,1
20380,5000,5000,5000.0,36,15.31,174.09,-3,10.0,72000.0,14882.4,0,3,44.0,0.0,9,0,14878,59.9,28,0.0,0.0,1292.26,1292.26,683.03,361.15,0.0,248.08,2.29,174.09,0,0.0,1,0,0.0,0.0,0.0,0.207,1,0,2,1
20384,11000,11000,11000.0,36,15.31,383.0,-3,10.0,107500.0,23445.75,0,1,0.0,0.0,11,0,36530,89.1,27,0.0,0.0,12471.47,12471.47,11000.0,1471.47,0.0,0.0,0.0,8260.79,0,0.0,1,0,0.0,0.0,0.0,0.218,0,0,2,1
20386,12000,12000,12000.0,36,15.31,417.81,-3,10.0,58000.0,17040.4,0,2,0.0,0.0,20,0,21550,44.2,35,0.0,0.0,9570.72,9570.72,6328.07,2444.8,0.0,797.85,7.9785,417.81,0,0.0,1,0,0.0,0.0,0.0,0.294,1,0,2,1
20387,3000,3000,3000.0,36,15.31,104.46,-3,5.0,50000.0,11970.0,0,2,0.0,0.0,12,0,16955,59.6,33,0.0,0.0,3610.932374,3610.93,3000.0,610.93,0.0,0.0,0.0,1522.87,0,0.0,1,0,0.0,0.0,0.0,0.239,0,0,2,1
20388,12000,12000,12000.0,36,15.31,417.81,-3,1.0,35000.0,9072.0,0,3,0.0,0.0,13,0,9049,35.3,18,0.0,0.0,14967.446259999999,14967.45,12000.0,2967.45,0.0,0.0,0.0,2434.1,0,0.0,1,0,0.0,0.0,0.0,0.259,0,0,2,1
20391,13000,13000,13000.0,36,15.31,452.63,-3,7.0,36000.0,9730.8,0,3,0.0,0.0,17,0,9272,44.2,23,0.0,0.0,16219.496969999998,16219.5,13000.0,3219.5,0.0,0.0,0.0,2641.74,0,0.0,1,0,0.0,0.0,0.0,0.27,0,0,2,1
20393,13000,13000,13000.0,36,15.31,452.63,-3,8.0,75000.0,22522.5,0,1,0.0,0.0,21,0,19464,69.6,40,0.0,0.0,16294.13754,16294.14,13000.0,3294.14,0.0,0.0,0.0,453.23,0,0.0,1,0,0.0,0.0,0.0,0.3,0,0,2,1
20398,12000,12000,12000.0,36,15.31,417.81,-3,7.0,48000.0,8198.4,0,3,25.0,0.0,9,0,14266,48.2,24,0.0,0.0,14444.4736,14444.47,12000.0,2444.47,0.0,0.0,0.0,6090.55,0,0.0,1,0,0.0,0.0,0.0,0.171,0,0,2,1
20399,11225,11225,11225.0,60,15.31,268.88,-3,7.0,35360.0,8281.31,0,1,74.0,0.0,14,0,4642,27.2,21,0.0,0.0,13188.82,13188.82,11225.0,1963.82,0.0,0.0,0.0,9439.43,0,0.0,1,0,0.0,0.0,0.0,0.234,0,0,2,1
20401,8000,8000,8000.0,36,15.31,278.54,-3,2.0,50000.0,11330.0,0,1,47.0,0.0,13,0,10048,53.7,19,0.0,0.0,10027.10432,10027.1,8000.0,2027.1,0.0,0.0,0.0,279.15,0,0.0,1,0,0.0,0.0,0.0,0.227,0,0,2,1
20402,6000,6000,6000.0,36,15.31,208.91,-3,8.0,36000.0,11800.8,0,1,0.0,0.0,22,0,24597,61.0,42,0.0,0.0,7520.048914,7520.05,6000.0,1520.05,0.0,0.0,0.0,209.72,0,0.0,1,0,0.0,0.0,0.0,0.328,0,0,2,1
20405,11975,11975,11975.0,36,15.31,416.94,-3,2.0,50000.0,11050.0,0,1,65.0,0.0,11,0,8728,43.0,23,0.0,0.0,13892.73,13892.73,11975.0,1917.73,0.0,0.0,0.0,8056.26,0,0.0,1,0,0.0,0.0,0.0,0.221,0,0,2,1
20406,12000,12000,12000.0,36,15.31,417.81,-3,5.0,100000.0,20930.0,0,2,58.0,0.0,21,0,12092,60.2,32,0.0,0.0,15056.78811,15056.79,12000.0,3056.79,0.0,0.0,0.0,17.1,0,0.0,1,0,0.0,0.0,0.0,0.209,0,0,2,1
20407,10000,10000,10000.0,36,15.31,348.18,-3,5.0,45000.0,6574.5,0,1,0.0,0.0,18,0,13051,49.9,41,0.0,0.0,7975.31,7975.31,5273.24,2037.21,0.0,664.86,6.6486,348.18,0,0.0,1,0,0.0,0.0,0.0,0.146,1,0,2,1
20408,12000,12000,12000.0,36,15.31,417.81,-3,10.0,37000.0,8521.1,1,1,8.0,0.0,10,0,13159,52.4,17,0.0,0.0,13127.8,13127.8,12000.0,1127.8,0.0,0.0,0.0,10203.44,0,0.0,1,0,0.0,0.0,0.0,0.23,0,0,2,1
20412,5000,5000,5000.0,36,15.31,174.09,-3,10.0,74000.0,16716.6,1,1,2.0,0.0,10,0,441,7.7,25,0.0,0.0,5521.93,5521.93,5000.0,521.93,0.0,0.0,0.0,4130.05,0,0.0,1,0,0.0,0.0,0.0,0.226,0,0,2,1
20415,4500,4500,4500.0,36,15.31,156.68,-3,6.0,82000.0,17146.2,0,2,0.0,0.0,12,0,40414,88.2,32,0.0,0.0,4774.67,4774.67,4500.0,274.67,0.0,0.0,0.0,4148.47,0,0.0,1,0,0.0,0.0,0.0,0.209,0,0,2,1
20426,14000,14000,14000.0,36,15.31,487.45,-3,5.0,80000.0,14080.0,0,2,0.0,0.0,20,0,17399,76.6,27,0.0,0.0,14175.39,14175.39,10314.58,3332.88,0.0,527.93,95.0274,487.45,0,0.0,1,0,0.0,0.0,0.0,0.17600000000000002,1,0,2,1
20429,9525,9525,9525.0,36,15.31,331.64,-3,10.0,95000.0,19304.0,1,0,3.0,0.0,14,0,8453,90.9,35,0.0,0.0,11938.37811,11938.38,9525.0,2413.38,0.0,0.0,0.0,332.5,0,0.0,1,0,0.0,0.0,0.0,0.203,0,0,2,1
20431,7000,7000,7000.0,36,14.65,241.46,-3,4.0,30160.0,8577.5,0,0,0.0,0.0,18,0,5669,59.8,24,0.0,0.0,8657.59501,8657.6,7000.0,1657.6,0.0,0.0,0.0,1418.93,0,0.0,1,0,0.0,0.0,0.0,0.284,0,0,2,1
20435,2500,2500,2500.0,36,14.65,86.24,-3,4.0,61565.0,14517.03,0,2,28.0,0.0,13,0,5942,44.7,24,0.0,0.0,1895.41,1895.41,1250.45,469.98,0.0,174.98,1.7498,86.24,0,0.0,1,0,0.0,0.0,0.0,0.236,1,0,2,1
20436,16000,16000,15750.0,36,14.65,551.91,-3,10.0,100000.0,31100.0,0,0,0.0,0.0,15,0,42528,91.0,47,0.0,0.0,15082.28,14846.61,10830.78,3514.13,0.0,737.37,7.373700003,551.91,0,0.0,1,0,0.0,0.0,0.0,0.311,1,0,2,1
20438,12600,12600,12600.0,36,14.65,434.63,-3,3.0,52800.0,11367.84,0,3,0.0,0.0,12,0,9248,64.7,29,0.0,0.0,15661.56886,15661.57,12600.0,3061.57,0.0,0.0,0.0,19.45,0,0.0,1,0,0.0,0.0,0.0,0.215,0,0,2,1
20445,12000,12000,12000.0,36,14.65,413.94,-3,1.0,65000.0,17465.5,0,1,0.0,0.0,13,0,17265,71.3,30,0.0,0.0,14900.130490000001,14900.13,12000.0,2900.13,0.0,0.0,0.0,416.79,0,0.0,1,0,0.0,0.0,0.0,0.269,0,0,2,1
20446,5000,5000,5000.0,36,14.65,172.48,-3,5.0,49000.0,13386.8,0,3,0.0,0.0,12,0,12250,67.7,20,0.0,0.0,5723.64,5723.64,5000.0,723.64,0.0,0.0,0.0,3487.99,0,0.0,1,0,0.0,0.0,0.0,0.273,0,0,2,1
20448,3600,3600,3600.0,60,14.65,84.99,-3,4.0,48000.0,12974.4,0,1,0.0,0.0,18,0,20539,77.2,38,1433.11,1433.11,3484.4,3484.4,2166.89,1317.51,0.0,0.0,0.0,84.99,0,0.0,1,0,0.0,0.0,0.0,0.27,0,1,2,1
20451,6075,6075,6075.0,36,14.65,209.56,-3,5.0,55000.0,12468.5,0,1,47.0,0.0,11,0,3403,28.1,24,0.0,0.0,5903.57,5903.57,4293.12,1356.26,0.0,254.19,45.7542,209.56,0,0.0,1,0,0.0,0.0,0.0,0.227,1,0,2,1
